,SUBMITTED_DATE,CASE_NO,PROGRAM_DESIGNATION,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTY,EMPLOYER_POSTAL_CODE,NBR_IMMIGRANTS,BEGIN_DATE,END_DATE,JOB_TITLE,DOL_DECISION_DATE,OCCUPATIONAL_CODE,OCCUPATIONAL_TITLE,APPROVAL_STATUS,WAGE_RATE_1,RATE_PER_1,MAX_RATE_1,PART_TIME_1,CITY_1,STATE_1,PREVAILING_WAGE_1,WAGE_SOURCE_1,YR_SOURCE_PUB_1,OTHER_WAGE_SOURCE_1,WAGE_RATE__2,RATE_PER_2,MAX_RATE_2,PART_TIME_2,CITY_2,STATE_2,PREVAILING_WAGE_2,WAGE_SOURCE_2,YR_SOURCE_PUB_2,OTHER_WAGE_SOURCE_2,WITHDRAWN
186094,2009-04-03,I-09093-4889147,R,"OUTCOME CONCEPT SYSTEMS, INC.",1818 EAST MERCER STREET,,SEATTLE,WA,KING,98112,1,2009-04-06,2012-04-06,PROGRAM MANAGER,2009-04-03,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,95000,YR,,N,SEATTLE,WA,68578,Other,2008.0,OES,,,,,,,,,,,N
124436,2009-03-16,I-09075-4772849,R,"DR. FRESH, INC.",6645 CABALLERO BLVD,,BUENA PARK,CA,ORANGE,90620,1,2009-09-15,2012-09-15, RESEARCH AND BUSINESS DEVELOPMENT SPECIALIST,2009-03-16,163.0,SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS,CERTIFIED,18,HR,,Y,BUENA PARK,CA,17,Other,2009.0,OES WAGE DATA,,,,,,,,,,,N
239158,2009-06-03,I-09153-4996389,R,MIACUCINA LLC,20385 BISCAYNE BLVD.,,MIAMI,FL,MIAMI-DADE,33180,1,2009-06-13,2012-06-12,PROJECT DESIGN DIRECTOR,2009-06-03,142.0,"ENVIRONMENTAL, PRODUCT, AND RELATED DESIGNERS",CERTIFIED,42141,YR,,N,AVENTURA,FL,40622,Other,2009.0,SOC ONLINE WAGE,,,,,,,,,,,Y
36919,2008-12-03,I-08338-4584825,R,"EPOCH SOLUTIONS, INC.",212 CARNEGIE CENTER,SUITE 206,PRINCETON,NJ,MERCER,8540,1,2009-01-22,2011-12-22,SOFTWARE ENGINEER,2008-12-03,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,75000,YR,,N,SUNNYVALE,CA,73112,Other,2008.0,OES,,,,,,,,,,,Y
98965,2009-03-03,I-09062-4717737,R,"ACME ACCESSORIES, INC.",4201 BALDWIN AVENUE,,EL MONTE,CA,LOS ANGELES,91731,1,2009-09-02,2012-09-02,MARKET/BUSINESS DEVELOPMENT ANALYST,2009-03-03,199.0,"MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS",CERTIFIED,30000,YR,,N,EL MONTE,CA,30000,Other,2009.0,EMPLOYER SURVEY,,,,,,,,,,,N
81865,2009-02-17,I-09048-4679715,R,WIZARD SYSTEMS INC,"100, WOOD AVE.,",SUITE # 117,ISELIN,NJ,MIDDLESEX,8830,1,2009-02-17,2010-02-16,PROGRAMMER ANALYST,2009-02-17,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,52790,YR,,N,ISELIN,NJ,52790,Other,2009.0,ONLINE WAGE LIBRARY,52790.0,yr,,N,MORRISVILLE,NC,52790.0,Other,2009.0,Online Wage Library,N
40480,2008-12-10,I-08345-4592199,R,TALENTICON INC.,1448 SEAGULL DRIVE #112,,PALM HARBOR,FL,PINELLAS,34685,1,2008-12-26,2010-12-20,PROGRAMMER ANALYST,2008-12-10,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,68800,YR,,N,NEW YORK,NY,68800,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
88333,2009-02-23,I-09054-4694145,R,ELECTRONIC DATA PROFESSIONALS,1332 STREET RD,,BENSALEM,PA,BUCKS,19020,1,2009-02-23,2012-02-23,QUALITY ASSURANCE ANALYST,2009-02-23,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,60000,YR,,N,LITTLETON,CO,59821,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
155888,2009-03-25,I-09084-4832537,R,MASTEREX TECHNOLOGIES INC.,379 PRINCETON HEIGHTSTOWN ROAD BLDG #2,,EAST WINDSOR,NJ,MIDDLESEX,8512,1,2009-09-24,2012-09-24,BUSINESS ANALYST,2009-03-25,189.0,MISCELLANEOUS MANAGERS AND OFFICIALS,CERTIFIED,53000,YR,,N,EAST WINDSOR,NJ,52936,Other,2009.0,OES,,,,,,,,,,,N
216119,2009-05-05,I-09125-4950597,R,HIQ MOBILEYES INC,1840 GATEWAY DRIVE #200,,SAN MATEO,CA,SAN MATEO,94404,1,2009-10-01,2012-09-30,SALES ENGINEER,2009-05-05,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,103500,YR,,N,SAN MATEO,CA,98904,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
175758,2009-03-31,I-09090-4869027,R,"AIMTECH SOLUTIONS, INC.","265 TRAFALGAR DR.,",,DOVER,DE,KENT,19904,1,2009-09-21,2012-08-31,COMPUTER PROGRAMMER,2009-03-31,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,45000,YR,,N,DOVER,DE,44242,Other,2009.0,OES WAGE DATA,,,,,,,,,,,N
6755,2008-10-10,I-08284-4523407,R,"INFORIDE TECHNOLOGIES, LLC",11940 JOLLYVILLE ROAD,SUITE# 320-N,AUSTIN,TX,TRAVIS,78759,1,2008-12-30,2011-12-29,COMPUTER SYSTEM ANALYST,2008-10-10,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,LAS VEGAS,NV,53914,SESA,,,60000.0,yr,,N,AUSTIN,TX,44117.0,SESA,,,N
140045,2009-03-20,I-09079-4802857,R,"OPEN SYSTEMS INTERNATIONAL, INC.","3600 HOLLY LANE NORTH, SUITE 40",,MINNEAPOLIS,MN,HENNEPIN,55447,1,2009-09-19,2012-09-19,SOFTWARE ENGINEER,2009-03-20,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,52300,YR,55000.0,N,MINNEAPOLIS,MN,52300,Other,2008.0,MERCER BENCHMARK DATABASE,,,,,,,,,,,N
113749,2009-03-11,I-09055-4697561,R,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CA,SANTA CLARA,95054,1,2009-08-24,2012-08-23,ELECTRONICS ENGINEER,2009-03-11,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,72240,YR,,N,HILLSBORO,OR,72240,Other,2008.0,RADFORD BENCHMARK SURVEY,,,,,,,,,,,N
2310,2008-10-03,I-08277-4513997,R,THE DON VITA COMPANY,"181 THIRD STREET, SUITE 250",,SAN RAFAEL,CA,MARIN,94901,1,2008-11-25,2009-11-25,LANDSCAPE DESIGNER,2008-10-03,19.0,OTHER OCCUPATIONS IN ARCHITECTURE ENGINEERING AND SURVEYING,CERTIFIED,54288,YR,,N,SAN RAFAEL,CA,54288,Other,2008.0,OES,,,,,,,,,,,N
193438,2009-04-10,I-09082-4813547,R,QUALCOMM INCORPORATED,5775 MOREHOUSE DRIVE,,SAN DIEGO,CA,SAN DIEGO,92121,1,2009-10-01,2012-09-30,SOFTWARE/SYSTEMS TEST ENGINEER III,2009-04-10,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,77637,YR,100392.0,N,SANTA CLARA,CA,77637,Other,2008.0,RADFORD BENCHMARK SURVEY,,,,,,,,,,,N
24520,2008-11-11,I-08316-4559455,R,ZYLOG SYSTEMS LTD DBA ZSL INC,85 LINCOLN HIGHWAY,,EDISON,NJ,MIDDLESEX,8820,1,2008-11-11,2009-11-10,SYSTEMS ANALYST,2008-11-11,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,80000.0,N,LOUISVILLE,KY,41184,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
161236,2009-03-26,I-09085-4842175,R,QC/STYLEFOLIO INTERNATIONAL CORP.,138-20 38TH AVENUE,12TH FLOOR,FLUSHING,NY,QUEENS,11354,1,2009-09-25,2012-09-24,FASHION MERCHANDISER,2009-03-26,163.0,SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS,CERTIFIED,20,HR,,Y,FLUSHING,NY,20,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
77740,2009-02-13,I-09044-4670731,R,"CARDINAL HEALTH, INC.",7000 CARDINAL PLACE,,DUBLIN,OH,FRANKLIN,43017,1,2009-08-13,2012-08-13,"ANALYST, APPLICATION DEVELOPMENT",2009-02-13,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,54000,YR,60000.0,N,DUBLIN,OH,53310,Other,2009.0,OES,,,,,,,,,,,N
34390,2008-11-26,I-08331-4579589,R,"SUSAN J. HARRIS, INC. DBA THERAPY SPECIALISTS",3760 CONVOY STREET,SUITE 204,SAN DIEGO,CA,SAN DIEGO,92111,1,2009-01-26,2012-01-25,OCCUPATIONAL THERAPIST,2008-11-26,76.0,THERAPISTS,CERTIFIED,40,HR,,N,DELANO,CA,25,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
230428,2009-05-20,I-09140-4979143,R,"XCELTECH, INC",2136  GALLOWS ROAD,SUITE F,DUNN LORING,VA,FAIRFAX,22027,5,2009-05-21,2012-05-21,PROGRAMMER ANALYST,2009-05-20,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,ATLANTA,GA,44075,Other,2009.0,OES,60000.0,yr,,N,ALPHARETTA,GA,44075.0,Other,2009.0,OES,N
11641,2008-10-20,I-08291-4532227,R,"SATYAM COMPUTER SERVICES, LTD.",ONE GATEHALL DRIVE,SUITE 301,PARSIPPANY,NJ,MORRIS,7054,1,2008-10-20,2011-10-20,SOFTWARE ENGINEER,2008-10-20,39.0,OTHER COMPUTER-RELATED OCCUPATIONS,CERTIFIED,85879,YR,,N,AKRON,OH,80912,Other,2008.0,OES WAGE DATA,,,,,,,,,,,N
79615,2009-02-16,I-09047-4674891,R,"JSMN INTERNATIONAL, INC",591 SUMMIT AVE,STE 522,JERSEY CITY,NJ,HUDSON,7306,1,2009-02-16,2012-02-15,PROGRAMMER ANALYST,2009-02-16,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,52000,YR,,N,HAMDEN,CT,51147,Other,2008.0,ONLILNE WAGE LIBRARY,52000.0,yr,,N,JERSEY CITY,NJ,48776.0,Other,2008.0,online wage library,N
111812,2009-03-10,I-09069-4746337,R,"CENTER FOR HEALTH AND WELLNESS, INC.",2707 E. 21ST STREET NORTH,,WICHITA,KS,SEDGWICK,67214,1,2009-06-01,2012-05-31,HUMAN SERVICES ASSISTANT,2009-03-10,195.0,OCCUPATIONS IN SOCIAL AND WELFARE WORK,CERTIFIED,23510,YR,,N,WICHITA,KS,23192,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
199156,2009-04-16,I-09106-4916095,R,CITY OF SANTA CLARITA,23920 VALENCIA BLVD.,,SANTA CLARITA,CA,LOS ANGELES,91355,1,2009-10-01,2012-09-30,ASSISTANT ENGINEER,2009-04-16,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,82818,YR,,N,SANTA CLARITA,CA,66539,Other,2008.0,OES,,,,,,,,,,,N
78963,2009-02-14,I-09045-4673415,R,"EAPT SOLUTIONS, INC.",15 CORPORATE PLACE SOUTH,SUITE # 401,PISCATAWAY,NJ,MIDDLESEX,8854,1,2009-02-14,2011-09-15,PROGRAMMER/ANALYST,2009-02-14,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,43306,YR,,N,RI,RI,43306,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
67236,2009-01-30,I-09030-4647851,R,XPEDITE TECHNOLOGIES INC,8830 STANFORD BLVD,STE 314,COLUMBIA,MD,HOWARD,21045,1,2009-01-30,2010-01-30,PROGRAMMER ANALYST,2009-01-30,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,51438,YR,,N,LIVERMORE,CA,51438,Other,2009.0,ONLINE WAGE LIBRARY,51438.0,yr,,N,COLUMBIA,MD,50814.0,Other,2009.0,ONLINE WAGE LIBRARY,N
114375,2009-03-11,I-09063-4723117,R,SPRINT NEXTEL CORPORATION,2001 EDMUND HALLEY DRIVE,,RESTON,VA,FAIRFAX,20191,1,2009-09-10,2012-09-10,ENGINEER (NETWORK SERVICES),2009-03-11,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,60798,YR,,N,WHITE PLAINS,NY,57034,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
186089,2009-04-03,I-09093-4889137,R,"DIASPARK, INC.",200 METROPLEX DRIVE SUITE 401,,EDISON,NJ,MIDDLESEX,8817,1,2009-04-03,2012-04-03,PROGRAMMER ANALYST,2009-04-03,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,60000.0,N,BOSTON,MA,49109,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
249152,2009-06-15,I-09166-5017311,R,IMS HEALTH INCORPORATED,660 W. GERMANTOWN PIKE,,PLYMOUTH MEETING,PA,MONTGOMERY,19462,1,2009-07-11,2012-07-11,"MANAGER, STATISTICS",2009-06-15,29.0,OTHER OCCUPATIONS IN MATHEMATICS AND PHYSICAL SCIENCES,CERTIFIED,110000,YR,,N,PLYMOUTH MEETING,PA,92206,Other,2009.0,OES,,,,,,,,,,,N
50838,2009-01-04,I-09004-4613077,R,"GINSBERG & HELFER, PLLC","1250 CONNECTICUT AVENUE, STE 525",,WASHINGTON,DC,DISTRICT OF COLUMBIA,20036,1,2009-06-22,2012-06-22,STAFF ACCOUNTANT,2009-01-04,160.0,"ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS",CERTIFIED,66000,YR,,N,WASHINGTON,DC,58510,SESA,,,,,,,,,,,,,N
184742,2009-04-03,I-09093-4886387,R,"JAY CASHMAN, INC.",549 SOUTH STREET,,QUINCY,MA,NORFOLK,2269,1,2009-04-03,2012-04-03,CIVIL ENGINEEER,2009-04-03,5.0,CIVIL ENGINEERING OCCUPATIONS,CERTIFIED,75230,YR,,N,QUINCY,MA,75230,Other,2007.0,BUREAU OF LABOR STATISTICS,,,,,,,,,,,N
246113,2009-06-11,I-09162-5011139,R,"HEALTH HELP, INC. D/B/A WHITE HOUSE CLINIC",PO BOX 1089,HWY 421,MCKEE,KY,JACKSON,40447,1,2009-08-03,2012-08-02,PEDIATRICIAN,2009-06-11,70.0,PHYSICIANS AND SURGEONS,CERTIFIED,130000,YR,,N,RICHMOND,KY,107224,Other,2008.0,OES,,,,,,,,,,,N
179233,2009-03-31,I-09090-4875433,R,MACRO GLOBAL CONCEPTS LTD.,3315 EAST RUSSELL ROAD,STE. A4 #282,LAS VEGAS,NV,CLARK,89120,1,2009-09-25,2012-09-24,MARKETING DIRECTOR,2009-03-31,187.0,SERVICE INDUSTRY MANAGERS AND OFFICIALS,CERTIFIED,24877,YR,,N,LAS VEGAS,NV,24877,Other,2009.0,OES,,,,,,,,,,,N
125659,2009-03-17,I-09076-4775273,R,UNIVERSITY OF COLORADO,123 UCB,,BOULDER,CO,,80309-0123,1,2009-07-01,2011-03-31,AREA COORDINATOR,2009-03-17,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,49194,YR,,N,BOULDER,CO,45576,SESA,,,,,,,,,,,,,N
189023,2009-04-07,I-09097-4895275,R,"GLOBAL RESOURCE MANAGEMENT, INC.",5400 LAUREL SPRINGS PARKWAY,SUITE 902,SUWANEE,GA,GWINNETT,30024,1,2009-10-01,2012-09-30,BUSINESS ANALYST,2009-04-07,161.0,BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS,CERTIFIED,54538,YR,,N,FAIRFAX,VA,54538,Other,2009.0,FLC ONLINE WAGE SURVEY,54538.0,yr,,N,ATLANTA,GA,47507.0,Other,2009.0,FLC Online Wage Survey,N
19530,2008-11-01,I-08306-4549197,R,"MMC SYSTEMS, INC.","22795, MILLTOWN FARM CT",,ASHBURN,VA,LOUDOUN,20148,1,2008-11-06,2011-11-05,PROGRAMMER ANALYST,2008-11-01,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,LOUDOUN COUNTY,VA,54538,Other,2007.0,OES ALC WAGES,,,,,,,,,,,N
68137,2009-02-01,I-09026-4641093,R,DOMINICAN UNIVERSITY,7900 WEST DIVISION STREET,,RIVER FOREST,IL,COOK,60305,1,2009-08-01,2012-07-31,ASSISTANT PROFESSOR,2009-02-01,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,63000,YR,,N,RIVER FOREST,IL,49390,Other,2008.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
264140,2009-06-30,I-09181-5047221,R,THE UNIVERSITY OF MEMPHIS,102 BRISTER HALL,THE UNIVERSITY OF MEMPHIS,MEMPHIS,TN,SHELBY,38152,1,2009-08-01,2010-07-31,POSTDOCTORAL RESEARCH ASSOCIATE,2009-06-30,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,40000,YR,,N,MEMPHIS,TN,36254,SESA,,,,,,,,,,,,,N
147510,2009-03-24,I-09083-4817177,R,"CAPITAL CONSULTANCY SERVICES, INC.",2 LIBERTY PLACE 50 SOUTH 16TH STREET,STE. 2950,PHILADELPHIA,PA,PHILADELPHIA,19102,1,2009-09-23,2012-09-23,SENIOR CONSULTANT,2009-03-24,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,64000,YR,,N,MALVERN,PA,62629,Other,2009.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
223233,2009-05-13,I-09133-4964931,R,"MITCHELL/MARTIN, INC.","307 WEST 38TH STREET, SUITE 1305",,NEW YORK CITY,NY,NEW YORK,10018,1,2009-10-04,2012-03-09,SENIOR SOFTWARE DEVELOPER,2009-05-13,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,110000,YR,170000.0,N,NEW YORK CITY,NY,108410,Other,2009.0,OES/SOC,,,,,,,,,,,N
182093,2009-04-01,I-09091-4881195,R,NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,,EVANSTON,IL,COOK,60208,1,2009-08-01,2012-07-31,RESEARCH ASSOCIATE,2009-04-01,90.0,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,CERTIFIED,36996,YR,,N,CHICAGO,IL,33592,SESA,,,,,,,,,,,,,N
76234,2009-02-11,I-09042-4667299,R,RICHMOND CITY PUBLIC SCHOOLS,301 NORTH NINTH STREET,,RICHMOND,VA,MATHEWS,23119,1,2009-07-01,2012-06-30,"SPECIAL EDUCATION TEACHER, ELEMENTARY SCHOOL",2009-02-11,94.0,OCCUPATIONS IN EDUCATION OF PERSONS WITH DISABILITIES,CERTIFIED,41722,YR,,N,RICHMOND,VA,39340,Other,2009.0,OES WAGE DATA,,,,,,,,,,,N
13634,2008-10-22,I-08296-4537253,R,HOWARD HUGHES MEDICAL INSTITUTE,4000 JONES BRIDGE ROAD,,CHEVY CHASE,MD,,20815-6789,1,2009-01-16,2012-01-15,RESEARCH ASSOCIATE,2008-10-22,41.0,OCCUPATIONS IN BIOLOGICAL SCIENCES,CERTIFIED,36000,YR,54000.0,N,SAN FRANCISCO,CA,34528,Other,2008.0,EDC,,,,,,,,,,,N
185400,2009-04-03,I-09093-4887765,R,HEADSTRONG SERVICES LLC,4035 RIDGE TOP ROAD,SUITE 300,FAIRFAX,VA,FAIRFAX,22030,1,2009-04-03,2012-04-03,SENIOR DEVELOPER,2009-04-03,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,88000,YR,,N,NEW YORK,NY,78686,Other,2009.0,ONLINE WAGE LIBRARY,,,,,,,,,,,N
188673,2009-04-07,I-09097-4894639,R,MICROSOFT CORPORATION,ONE MICROSOFT WAY,,REDMOND,WA,KING,98052,1,2009-07-15,2012-07-14,SOFTWARE DEVELOPMENT ENGINEER IN TEST,2009-04-07,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,86974,YR,,N,REDMOND,WA,70803,SESA,,,,,,,,,,,,,N
219763,2009-05-08,I-09128-4958005,R,"DGN TECHNOLOGIES, INC","46500 FREMONT BLVD,",SUITE 708,FREMONT,CA,ALAMEDA,94538,1,2009-05-08,2012-05-07,PROGRAMMER ANALYST,2009-05-08,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,BURLINGTON,MA,59218,Other,2009.0,OES,,,,,,,,,,,N
5887,2008-10-09,I-08283-4521689,R,RESOURCESOFT,"33 BOSTON POST ROAD WEST, SUITE 230",,MARLBOROUGH,MA,MIDDLESEX,1752,1,2008-12-23,2011-12-23,PROGRAMMER ANALYST,2008-10-09,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,49109,YR,,N,MARLBOROUGH,MA,48755,Other,2008.0,OES WAGE SURVEY,49109.0,yr,,N,ANDOVER,MA,49109.0,Other,2008.0,OES WAGE SURVEY,N
12260,2008-10-21,I-08295-4534521,R,TERRA INFOTECH INC.,"ONE EXCHANGE PLACE, SUITE# 903",,JERSEY CITY,NJ,HUDSON,7302,1,2008-10-23,2011-10-22,PROGRAMMER ANALYST,2008-10-21,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,JERSEY CITY,NJ,48776,Other,2008.0,ONLINE WAGE LIBRARY,60000.0,yr,,N,LANSING,MI,46634.0,Other,2008.0,Online Wage Library,Y
265559,2009-06-30,I-09181-5049951,R,"XCELTECH, INC",2136  GALLOWS ROAD,SUITE F,DUNN LORING,VA,FAIRFAX,22027,50,2009-06-30,2012-06-30,BUSINESS ANALYST,2009-06-30,161.0,BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS,CERTIFIED,28,HR,30.0,Y,NEW BRUNSWICK,NJ,28,Other,2009.0,OES,28.0,hr,30.0,Y,PARAMUS,NJ,24.0,Other,2009.0,OES,N
171805,2009-03-30,I-09089-4861731,R,"RANI ENTERPRISES, LLC",2175 60TH AVENUE E,,ELLENTON,FL,MANATEE,34222,1,2009-09-30,2012-09-30,MARKETING MANAGER,2009-03-30,189.0,MISCELLANEOUS MANAGERS AND OFFICIALS,DENIED,28,HR,,Y,ELLENTON,FL,28,Other,2009.0,OES,,,,,,,,,,,Y
237144,2009-06-01,I-09152-4992965,R,ALEXANDER & ASSOCIATES CO.,360 MCLEAN DRIVE,,CINCINNATI,OH,HAMILTON,45237,1,2009-07-01,2012-07-01,MECHANICAL ENGINEER,2009-06-01,7.0,MECHANICAL ENGINEERING OCCUPATIONS,CERTIFIED,30,HR,,N,CINCINNATI,OH,23,Other,2008.0,OES SOC,,,,,,,,,,,N
233464,2009-05-26,I-09146-4985447,R,"VIRTUE GROUP, LLC",5755 NORTH POINT PARKWAY,SUITE # 85,ALPHARETTA,GA,FULTON,30022,1,2009-05-26,2012-05-25,NETWORK ENGINEER,2009-05-26,31.0,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,CERTIFIED,62000,YR,100000.0,N,ALPHARETTA,GA,47611,Other,2008.0,OES SOC WAGE SURVEY,62000.0,yr,100000.0,N,CUPERTINO,CA,61901.0,Other,2008.0,OES SOC Wage Survey,N
19692,2008-11-03,I-08283-4521855,A,DIRECT MARKETING ASSOCIATION,1615 L STREET NW,SUITE 1100,WASHINGTON,DC,DISTRICT OF COLUMBIA,20036,1,2008-12-01,2010-12-01,"VICE PRESIDENT, GLOBAL COMPLIANCE",2008-11-03,110.0,LAWYERS,CERTIFIED,110000,YR,150000.0,N,WASHINGTON,DC,77189,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
76397,2009-02-11,I-09042-4667643,R,"IT CATS, LLC D/B/A INFOWAY SOFTWARE",388 WASHINGTON ROAD,SUITE A,SAYREVILLE,NJ,MIDDLESEX,8872,1,2009-02-11,2011-09-18,PROGRAMMER/ ANALYST,2009-02-11,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,28,HR,28.73,N,MINNEAPLOIS,MN,25,Other,2009.0,FLCDATACENTER.COM,,,,,,,,,,,N
105900,2009-03-06,I-09065-4731165,R,"MOTOROLA, INC.",1303 EAST ALGONQUIN ROAD,3RD FLOOR,SCHAUMBURG,IL,COOK,60196,1,2009-09-04,2012-09-04,SOFTWARE ENGINEER,2009-03-06,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,71258,YR,110400.0,N,GREATER SAN FRANCISCO METRO AREA ANALYSIS,CA,71258,Other,2007.0,DIETRICH ASSOCIATES INC.,,,,,,,,,,,N
13278,2008-10-22,I-08294-4533637,R,"INTERSIL COMMUNICATIONS, INC., AN INTERSIL CORP.",1001 MURPHY RANCH ROAD,,MILPITAS,CA,SANTA CLARA,95035,1,2008-10-22,2011-10-20,DESIGN ENGINEER,2008-10-22,3.0,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,CERTIFIED,82200,YR,,N,WOBURN,MA,82160,Other,2008.0,OES ONLINE WAGE LIBRARY,,,,,,,,,,,N
104595,2009-03-06,I-09064-4727597,R,JONES DAY,222 EAST 41ST STREET,,NEW YORK,NY,,10017-6702,1,2009-09-05,2012-09-05,LEGAL INTERN,2009-03-06,119.0,OTHER OCCUPATIONS IN LAW AND JURISPRUDENCE,CERTIFIED,160000,YR,,N,NEW YORK,NY,55994,Other,2008.0,OES WAGE SURVEY,,,,,,,,,,,N
131978,2009-03-18,I-09077-4787599,R,ALPHASOFT SERVICES CORPORATION,2121 N. CALIFORNIA BLVD.,SUITE 345,WALNUT CREEK,CA,CONTRA COSTA,94596,1,2009-03-18,2011-09-29,BUSINESS SYSTEMS ANALYST,2009-03-18,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,60000,YR,,N,HIGHLAND PARK,IL,57553,Other,2008.0,OES/SOC,60000.0,yr,,N,WALNUT CREEK,CA,55661.0,Other,2008.0,OES/SOC,Y
42811,2008-12-14,I-08349-4596915,R,"3E CONSULTING, INC.",621 NW 53RD ST,SUITE 240,BOCA RATON,FL,PALM BEACH,33487,1,2009-03-20,2012-03-19,COMPUTER SYSTEMS ANALYST,2008-12-14,30.0,OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING,CERTIFIED,62650,YR,,N,MT LAUREL,NJ,62650,Other,2008.0,OES ONLINE,,,,,,,,,,,N
