,LCA_CASE_NUMBER,STATUS,LCA_CASE_SUBMIT,Decision_Date,VISA_CLASS,LCA_CASE_EMPLOYMENT_START_DATE,LCA_CASE_EMPLOYMENT_END_DATE,LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,LCA_CASE_WAGE_RATE_TO,LCA_CASE_WAGE_RATE_UNIT,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,PW_1,PW_UNIT_1,PW_SOURCE_1,OTHER_WAGE_SOURCE_1,YR_SOURCE_PUB_1,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE,PW_2,PW_UNIT_2,PW_SOURCE_2,OTHER_WAGE_SOURCE_2,YR_SOURCE_PUB_2,LCA_CASE_NAICS_CODE
12100,I-200-09194-372629,CERTIFIED,2009-07-13,2009-07-17,H-1B,2009-07-20,2012-03-03,"BHARGAV COMPUTER CONSULTANTS USA-MA, INC",1506 PROVIDENCE HIGHWAY,NORWOOD,MA,2062,15-1034.00,"Computer Software Engineers, Applications, Non R&D",PROGRAMMER ANALYST,70000.0,,Year,Y,1.0,SUITLAND,MD,64085.0,Year,Other,WWW.FLCDATACENTER.COM,2009.0,,,,,,,,541511.0
57849,I-200-09240-150980,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-09-07,2009-12-06,GLOBOSAT ENTERTAINMENT LLC,36-01 37TH AVENUE,LONG ISLAND CITY,NY,11101,27-3041.00,Editors,EDITOR,50000.0,,Year,Y,1.0,LONG ISLAND CITY,NY,41350.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,515210.0
81707,I-200-09266-279335,CERTIFIED,2009-09-23,2009-09-29,H-1B,2009-09-30,2012-09-29,"BOSS TECHNOLOGIES, INC.","3850 HOLCOMB BRIDGE ROAD, SUITE 325",NORCROSS,GA,30092-,15-1021.00,Computer Programmers,PROGRAMMER,46575.0,90000.0,Year,Y,1.0,NORCROSS,GA,46571.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,MAITLAND,FL,36795.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
3609,I-200-09168-384415,CERTIFIED,2009-06-17,2009-06-23,H-1B,2009-06-29,2012-06-28,"CYBER PROFESSIONALS, INC.",2460 NORTH FIRST STREET,SAN JOSE,CA,95131,15-1051.00,Computer Systems Analysts,SYSTEMS ANALYST,60000.0,,Year,Y,1.0,SAN JOSE,CA,46987.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
16164,I-200-09197-633598,CERTIFIED,2009-07-16,2009-07-22,H-1B,2009-10-15,2012-10-14,"GREAT PLAINS OF KIOWA COUNTY, INC.",700 WEST KANSAS AVE,GREENSBURG,KS,67054,29-1063.00,"Internists, General",PHYSICIAN/INTERNIST,150000.0,,Year,Y,1.0,GREENSBURG,KS,147493.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,HAVILAND,KS,147493.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,621111.0
65565,I-200-09246-758670,CERTIFIED-WITHDRAWN,2009-09-03,2009-09-10,H-1B,2009-09-22,2012-09-21,BAYLOR COLLEGE OF MEDICINE,ONE BAYLOR PLAZA,HOUSTON,TX,77030,19-1029.99,"Biological Scientists, All Other",RESEARCH ASSOCIATE,34000.0,,Year,Y,1.0,HOUSTON,TX,28122.0,Year,OES,,2009.0,,,,,,,,611310.0
50206,I-200-09233-827079,DENIED,2009-08-21,2009-09-01,H-1B,2009-10-01,2012-09-30,RASHEED INC.,4819 VICKSBURG STREET,DALLAS,TX,75207-5211,13-2011.01,Accountants,ACCOUNTANT,19.64,,Hour,N,1.0,DALLAS,TX,19.64,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,423220.0
83106,I-200-09267-428794,CERTIFIED,2009-09-29,2009-09-29,H-1B,2009-09-29,2012-09-28,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",2 JOURNAL SQUARE PLAZA,JERSEY CITY,NJ,7306,15-1021.00,Computer Programmers,LEAD PROGRAMMER ANALYST,81988.0,,Year,Y,1.0,SALT LAKE CITY,UT,76419.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,522320.0
41204,I-200-09224-782046,DENIED,2009-08-12,2009-08-14,H-1B,2009-08-12,2011-05-20,TEK PEOPLE ONLINE INC.,1914 JN PEASE PLACE,CHARLOTTE,NC,28262-,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,57000.0,,Year,Y,1.0,MIDDLETOWN,NJ,53227.0,Year,Other,FLC DATA CENTER ONLINE WAGE LIBRARY,2009.0,,,,,,,,541511.0
11622,I-200-09193-683771,CERTIFIED,2009-07-12,2009-07-16,H-1B,2009-07-13,2012-07-13,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",1000 COMMERCE DRIVE,PITTSBURGH,PA,15275,13-1111.00,Management Analysts,BUSINESS ANALYST,66955.0,81955.0,Year,Y,20.0,CLEVELAND,OH,66955.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
19982,I-200-09202-768981,CERTIFIED,2009-07-21,2009-07-27,H-1B,2009-10-01,2012-09-30,DAVID & RAYMOND PATENT FIRM,"108 N. YNEZ AVENUE, SUTIE 128",MONTEREY PARK,CA,91754,23-2099.00,"Legal Support Workers, All Other",PATENT DRAFTER IN MATERIALS ENGINEERING,16.99,,Hour,N,1.0,MONTEREY PARK,CA,16.99,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541990.0
114,I-200-09106-887323,WITHDRAWN,2009-04-16,2009-04-21,H-1B,2009-08-15,2011-08-14,VANDERBILT UNIVERSITY,310 25TH AVENUE SOUTH,NASHVILLE,TN,37240,25-1022.00,"Mathematical Science Teachers, Postsecondary",RESEARCH ASSISTANT II,48000.0,,Year,Y,1.0,NASHVILLE,TN,35700.0,Year,OES,,2008.0,,,,,,,,611310.0
47129,I-200-09231-463518,DENIED,2009-08-19,2009-08-28,H-1B,2009-10-05,2012-10-04,"RECELLULAR, INC.",2555 BISHOP CIRCLE W.,DEXTER,MI,48130,11-3051.00,Industrial Production Managers,"MANAGER, PRODUCTION PLANNING",90000.0,,Year,Y,1.0,DEXTER,MI,75150.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334220.0
33850,I-200-09216-836736,CERTIFIED,2009-08-04,2009-08-10,H-1B,2009-08-04,2012-08-03,"PROKAMRA, INC.","222 S. 15TH STREET, SUITE 505N",OMAHA,NE,68102,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,70000.0,,Year,Y,1.0,OMAHA,NE,56248.0,Year,Other,FLC DATA CENTER,2009.0,,,,,,,,541511.0
69697,I-200-09253-088417,DENIED,2009-09-17,2009-09-23,H-1B,2009-10-01,2010-12-31,"H&H HEALTH & SCIENCE NY, INC.","717 9TH AVENUE, SUITE 3C",NEW YORK,NY,10019-,19-1029.00,"Biological Scientists, All Other",POSTDOCTORAL RESEARCH SCIENTIST,21.57,,Hour,N,1.0,NEW YORK,NY,21.57,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541710.0
64546,I-200-09245-908601,DENIED,2009-09-02,2009-09-04,H-1B,2009-09-02,2012-09-01,ICSA INC,4229 LAFAYETTE CENTER DR,CHANTILLY,VA,20151,15-1051.00,Computer Systems Analysts,BUSINESS ANALYST,57824.0,60000.0,Year,Y,1.0,LANDOVER,MD,60000.0,Year,Other,WWW.FLCDATACENTER.COM,2009.0,,,,,,,,541511.0
32906,I-200-09216-089699,CERTIFIED,2009-08-04,2009-08-10,H-1B,2009-10-01,2012-09-30,"A TO Z INFORMATION SERVICES, LLC",6400 ATLANTIC BLVD.,NORCROSS,GA,30071,15-1071.00,Network and Computer Systems Administrators,NETWORK ENGINEER,72540.0,,Year,Y,1.0,ALPHARETTA,GA,72114.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
46448,I-200-09230-969764,DENIED,2009-08-18,2009-08-20,H-1B,2009-10-01,2012-09-30,JYS ACCOUNTANCY CORP.,3807 WILSHIRE BLVD #1107,LOS ANGELES,CA,90010,13-2011.01,Accountants,ACCOUNTANT,21.0,,Hour,N,1.0,LOS ANGELES,CA,20.48,Hour,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541211.0
9094,I-200-09189-901577,CERTIFIED,2009-07-08,2009-07-14,H-1B,2009-07-08,2012-07-06,INFOSYS TECHNOLOGIES LIMITED,"6100, TENNYSON PKWY",PLANO,TX,75024,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,46010.0,66010.0,Year,Y,10.0,BEAVERTON,OR,46010.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
12842,I-200-09194-967254,DENIED,2009-07-13,2009-07-16,H-1B,2009-10-02,2012-10-01,"UNITED SHEETMETAL, INC.",3358 GATEWAY BOULEVARD,FREMONT,CA,94538,41-9031.00,Sales Engineers,SALES ENGINEER,55600.0,,Year,Y,1.0,FREMONT,CA,61200.0,Year,Other,CAREERINFONET,2007.0,BEAVERTON,OR,55600.0,Year,Other,CAREERINFONET,2007.0,332116.0
61349,I-200-09243-551836,CERTIFIED,2009-08-31,2009-09-04,H-1B,2009-09-14,2012-09-13,"ACI WORLDWIDE, INC.",6060 COVENTRY DRIVE,ELKHORN,NE,68002,15-1031.00,"Computer Software Engineers, Applications",APPLICATION ENGINEER,68099.0,,Year,Y,1.0,ELKHORN,NE,68099.0,Year,OES,,2009.0,,,,,,,,541511.0
79540,I-200-09264-510962,CERTIFIED,2009-09-21,2009-09-25,H-1B,2009-09-21,2012-08-10,"V-SOFT CONSULTING GROUP, INC.",12305 WESTPORT RD.,LOUISVILLE,KY,40245,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,49000.0,,Year,Y,1.0,LOUISVILLE,KY,42869.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541512.0
47217,I-200-09231-525903,CERTIFIED,2009-08-19,2009-08-25,H-1B,2009-10-01,2012-09-30,PARIBAS NORTH AMERICA,787 SEVENTH AVENUE,NEW YORK,NY,10019-,15-1032.00,"Computer Software Engineers, Systems Software",ASSISTANT VICE PRESIDENT,96000.0,,Year,Y,1.0,NEW YORK,NY,87693.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,523110.0
23894,I-200-09205-845614,CERTIFIED,2009-07-24,2009-07-30,H-1B,2009-08-01,2012-08-01,"COMMUNITY HEALTH CENTERS OF SOUTHERN IOWA, INC.",302 NE 14TH STREET,LEON,IA,50144,29-1199,"Health Diagnosing and Treating Practitioners, All",PSYCHIATRIST,190000.0,,Year,Y,1.0,ALBIA,IA,93496.0,Year,OES,,2009.0,CENTERVILLE,IA,93496.0,Year,OES,,2009.0,622110.0
64769,I-200-09246-098711,CERTIFIED-WITHDRAWN,2009-09-03,2009-09-10,H-1B,2009-09-28,2011-04-08,MULTIVISION INC.,10565 FAIRFAX BLVD.,FAIRFAX,VA,22030,15-1031.00,"Computer Software Engineers, Applications",APPLICATIONS DEVELOPER,70000.0,,Year,Y,1.0,"WASHINGTON, DC",DC,64085.0,Year,OES,OFLC ONLINE DATA CENTER,2007.0,,,,,,,,541690.0
75308,I-200-09259-245433,CERTIFIED,2009-09-16,2009-09-22,H-1B,2009-09-21,2012-09-20,"EQUAL SOFTWARE SOLUTIONS, INC.",200 CENTENNIAL AVENUE,PISCATAWAY,NJ,8854,15-1021.00,Computer Programmers,COMPUTER PROGRAMMER,60000.0,,Year,Y,1.0,GOLDEN VALLEY,MN,57658.0,Year,OES,'OFLC ONLINE DATA CENTER',2009.0,,,,,,,,541519.0
70300,I-200-09253-518241,CERTIFIED,2009-09-10,2009-09-16,H-1B,2009-10-01,2012-09-30,"KPIT INFOSYSTEMS, INC.","33 WOOD AVENUE SOUTH, 7TH FLOOR",ISELIN,NJ,08830-,15-1021.00,Computer Programmers,EMBEDDED SOFTWARE ENGINEER,49247.0,,Year,Y,1.0,COLUMBUS,IN,43181.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
43364,I-200-09226-549647,CERTIFIED,2009-08-14,2009-08-20,H-1B,2009-12-09,2012-12-08,COUNTY OF PIERCE,615 S 9TH STREET,TACOMA,WA,98405,15-1021.00,Computer Programmers,GIS PROGRAMMER,81926.0,,Year,Y,1.0,TACOMA,WA,75358.0,Year,OES,,2009.0,,,,,,,,921190.0
32156,I-200-09215-447954,CERTIFIED,2009-08-03,2009-08-07,H-1B,2010-01-24,2013-01-23,"AURORA SYSTEMS GROUP, INC.",1224 FERN RIDGE PKWY,ST. LOUIS,MO,63141-4044,15-1021.00,Computer Programmers,SENIOR PROGRAMMER ANALYST,82000.0,110000.0,Year,Y,1.0,ST. LOUIS,MO,81765.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
43892,I-200-09227-494359,CERTIFIED,2009-08-15,2009-08-20,H-1B,2009-10-01,2012-09-30,"FELIX HEALTH TECHNOLOGIES, INC.",28175 CABOT DRIVE,NOVI,MI,48377,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,50000.0,90000.0,Year,Y,1.0,NOVI,MI,48568.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,54151.0
46824,I-200-09231-228650,DENIED,2009-08-24,2009-08-31,H-1B,2009-10-01,2012-10-01,"MARVEL TECHNOLOGIES, L.L.C.",9710 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850,13-2051.00,Financial Analysts,FINANCIAL ANALYST,29.03,,Hour,N,1.0,ROCKVILLE,MD,29.03,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,5239.0
24527,I-200-09208-341241,CERTIFIED,2009-07-27,2009-07-31,H-1B,2009-09-01,2012-04-25,UNIVERSITY OF MICHIGAN,"PIERPONT COMMONS, INTERNATIONAL CENTER",ANN ARBOR,MI,48109,25-1032.00,"Engineering Teachers, Postsecondary",ASSISTANT PROFESSOR,95000.0,,Year,Y,1.0,ANN ARBOR,MI,73909.0,Year,Other,CUPA NATIONAL FACULTY SALARY SURVEY,2008.0,,,,,,,,611310.0
1787,I-200-09138-233958,CERTIFIED,2009-05-28,2009-06-03,H-1B,2009-11-05,2012-11-05,"SALARY.COM, INC.",160 GOULD STREET,NEEDHAM,MA,2494,15-1031.00,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,67600.0,,Year,Y,1.0,NEEDHAM,MA,67309.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,519190.0
54736,I-200-09238-852796,DENIED,2009-08-26,2009-09-02,H-1B,2009-09-13,2012-09-13,CENTRON INDUSTRIES INC,20760 LEAPWOOD AVENUE,CARSON,CA,90746,17-2131.00,Materials Engineers,MATERIALS ENGINEER,34.74,,Hour,Y,1.0,CARSON,CA,34.74,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334410.0
14454,I-200-09196-253865,CERTIFIED,2009-07-15,2009-07-21,H-1B,2009-07-27,2012-07-26,BRIDGEPOINT EDUCATION,13500 EVENING CREEK DRIVE NORTH SUITE 600,SAN DIEGO,CA,92128,13-2011.00,Accountants and Auditors,INTERNAL AUDITOR,62180.0,,Year,Y,1.0,SAN DIEGO,CA,54683.0,Year,Other,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,923110.0
36416,I-200-09218-939074,CERTIFIED,2009-08-06,2009-08-12,H-1B,2009-10-01,2012-10-01,JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,19-3031.00,"Clinical, Counseling, and School Psychologists",PSYCHOLOGIST,75000.0,,Year,Y,1.0,JAMAICA,NY,69534.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,622110.0
57528,I-200-09240-053965,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-08-28,2012-08-28,"ITECH US, INC.",20 KIMBALL AVE,SOUTH BURLINGTON,VT,5403,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,63794.0,,Year,Y,1.0,SAN DIEGO,CA,63086.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,SOUTH BURLINGTON,VT,63794.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
78775,I-200-09261-951477,CERTIFIED-WITHDRAWN,2009-09-18,2009-09-24,H-1B,2009-09-18,2012-09-17,"H2K INFOSYS, LLC",5095 HASTINGS TERRACE,ALPHARETTA,GA,30005,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,42000.0,,Year,Y,1.0,NEW YORK CITY,NY,41662.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
28943,I-200-09210-911852,CERTIFIED,2009-07-29,2009-08-04,H-1B,2009-10-01,2012-08-28,HARRIS CORPORATION,221 JEFFERSON RIDGE PARKWAY,LYNCHBURG,VA,24501,17-2071.00,Electrical Engineers,PRODUCT APPLICATIONS ENGINEER I,63398.0,,Year,Y,1.0,LYNCHBURG,VA,63398.0,Year,Other,OES/SOC ONLINE WAGE LIBRARY,2009.0,,,,,,,,334220.0
38937,I-200-09223-094834,DENIED,2009-08-11,2009-08-12,H-1B,2009-10-01,2012-10-01,"PRV USA (PRV USA, LLC)",204 OXFORD MILL COURT,CARY,NC,27518,11-9199.99,"Managers, All Other",MANAGER LAND DEVELOPMENT,48000.0,,Year,Y,1.0,CARY,NC,43680.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,236115.0
1027,I-200-09125-676817,WITHDRAWN,2009-05-05,2009-05-05,H-1B,2009-10-01,2012-09-30,"DOROTHY DRAPER AND COMPANY, INC.",60 EAST 56TH STREET,NEW YORK,NY,10022,27-1025.00,Interior Designers,"VICE-PRESIDENT, DESIGN AND DEVELOPMENT",80000.0,,Year,Y,1.0,NEW YORK,NY,37939.0,Year,OES,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541410.0
83628,I-200-09267-871582,DENIED,2009-09-24,2009-09-28,H-1B,2009-10-01,2012-09-30,"RT SOLUTION, INC","GLOBAL TRADE PARK,  28 GLOBAL DR., STE. 102",GREENVILLE,SC,29607-,17-2141.00,Mechanical Engineers,RESEARCH ENGINEER,56000.0,,Year,Y,1.0,GREENVILLE,SC,55432.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541512.0
85255,I-200-09271-596336,CERTIFIED-WITHDRAWN,2009-09-28,2009-09-29,H-1B,2009-10-12,2012-10-11,"MOTOROLA, INC.",1303 EAST ALGONQUIN ROAD,SCHAUMBURG,IL,60196-,27-1021.00,Commercial and Industrial Designers,INDUSTRIAL DESIGNER,54000.0,87400.0,Hour,Y,1.0,PLANTATION,FL,51958.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,334200.0
11940,I-200-09194-241121,CERTIFIED,2009-07-13,2009-07-17,H-1B,2009-07-14,2012-07-14,ERP AND ERP CORP.,48521 WARM SPRINGS BLVD,FREMONT,CA,94539-,15-1051.00,Computer Systems Analysts,PROGRAMMER ANALYST,60000.0,,Year,Y,1.0,FREMONT,CA,52790.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,NEWTOWN,PA,51542.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
42505,I-200-09225-787319,CERTIFIED,2009-08-13,2009-08-19,H-1B,2009-10-01,2012-09-30,"DEEMSYS, INC.",800 CROSS POINTE ROAD,GAHANNA,OH,43230-,15-1021.00,Computer Programmers,COMPUTER ANALYST,65000.0,65000.0,Year,Y,1.0,GAHANNA,OH,58739.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,541511.0
21221,I-200-09203-653727,CERTIFIED,2009-07-22,2009-07-28,H-1B,2009-10-01,2012-10-01,EBUSINESS APPLICATION SOLUTIONS INC.,666 PLAINSBORO ROAD,PLAINSBORO,NJ,8536,15-1051.00,Computer Systems Analysts,SYSTEMS ANALYST,30.43,,Hour,Y,1.0,PLAINSBORO,NJ,30.43,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,BROOMFILED,CO,28.38,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,541512.0
36809,I-200-09219-299699,CERTIFIED,2009-08-07,2009-08-13,H-1B,2009-10-01,2012-09-30,"PERITUS, INC.",222 W. COLINAS BLVD.,IRVING,TX,75039,15-1051.00,Computer Systems Analysts,PROGRAMMER ANALYST,70000.0,,Year,Y,1.0,SAN ANTONIO,TX,53706.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
83529,I-200-09267-799656,DENIED,2009-09-24,2009-09-28,H-1B,2009-10-01,2012-09-30,CHUN LIN WEI,182-16 147 AVE,JAMAICA,NY,11413,43-6014.00,"Secretaries, Except Legal, Medical, and Executive",PERSONAL MANAGER,16.3,,Hour,Y,1.0,FLUSHING,NY,11.77,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,488510.0
52669,I-200-09237-957973,CERTIFIED,2009-08-25,2009-08-31,H-1B,2009-10-01,2012-09-29,"RIVERWALK EDUCATION FOUNDATION, INC.",1450 NE LOOP 410,SAN ANTONIO,TX,78209,25-2031.00,"Secondary School Teachers, Except Special and Voca",COMPUTER TEACHER,41650.0,,Year,Y,1.0,SAN ANTONIO,TX,41650.0,Year,OES,"ONLINE WAGE LIBRARY, FLCDC",2009.0,,,,,,,,611110.0
1662,I-200-09134-395192,CERTIFIED,2009-06-01,2009-06-05,H-1B,2009-10-21,2011-12-05,"CONTINENTAL AUTOMOTIVE SYSTEMS US, INC.",100 ELECTRONICS BOULEVARD,HUNTSVILLE,AL,35824,17-2061.00,Computer Hardware Engineers,HARDWARE ENGINEER,63544.0,69888.0,Year,Y,1.0,HUNTSVILLE,AL,63544.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,336399.0
31888,I-200-09215-222030,CERTIFIED-WITHDRAWN,2009-08-03,2009-08-07,H-1B,2009-08-05,2012-08-05,"MARLABS, INC",1 CORPORATE PLACE SOUTH,PISCATAWAY,NJ,8854,15-1021.00,Computer Programmers,PROGRAMMER/ANALYST,66000.0,66000.0,Year,Y,1.0,CALABASAS HILLS,CA,65104.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
41498,I-200-09224-974058,CERTIFIED,2009-08-12,2009-08-18,H-1B,2009-09-20,2012-09-19,"SELECTIVA SYSTEMS, INC.",2051 JUNCTION AVE.,SAN JOSE,CA,95131,15-1021.00,Computer Programmers,PROGRAMMER ANALYST,66976.0,90000.0,Year,Y,1.0,SAN JOSE,CA,66976.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,MIRAMAR,FL,42640.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
8019,I-200-09188-980749,CERTIFIED,2009-07-07,2009-07-13,H-1B,2009-08-22,2012-08-21,SOUTH DAKOTA STATE UNIVERSITY,321 ADMINISTRATION BUILDING,BROOKINGS,SD,57007,25-3099.00,"Teachers and Instructors, All Other",ASSISTANT PROFESSOR OF ECONOMICS,75000.0,,Year,Y,1.0,BROOKINGS,SD,58295.0,Year,OES,,2009.0,,,,,,,,611310.0
7595,I-200-09188-583137,CERTIFIED,2009-07-07,2009-07-13,H-1B,2009-08-01,2011-12-31,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,3242 MEMORIAL UNION,AMES,IA,50011,19-1029.00,"Biological Scientists, All Other",POSTDOCTORAL RESEARCH ASSOCIATE,54000.0,,Year,Y,1.0,AMES,IA,33592.0,Year,OES,,2008.0,,,,,,,,611310.0
24826,I-200-09208-590333,CERTIFIED,2009-07-27,2009-07-31,H-1B,2009-07-27,2012-07-27,SATYAM COMPUTER SERVICES LIMITED,ONE GATEHALL DRIVE,PARSIPPANY,NJ,7054,15-2031.00,Operations Research Analysts,BUSINESS SYSTEMS ANALYST,75171.0,85171.0,Year,Y,2.0,MAHWAH,NJ,75171.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,541511.0
20902,I-200-09203-430799,CERTIFIED,2009-07-22,2009-07-28,H-1B,2009-07-22,2012-07-21,MOON TECHNOLOGIES CORP,1913 W MONROE ST,SPRINGFIELD,IL,62704,15-1021.00,Computer Programmers,PROGRAMMER/ANALYST,60000.0,,Year,Y,1.0,SPRINGFIELD,IL,58282.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,O'FALLON,MO,54995.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,541511.0
72179,I-200-09255-251089,DENIED,2009-09-12,2009-09-18,H-1B,2009-10-01,2012-10-01,"BROOKVILLE HOSPITALITY, INC",251 ALLEGHENY BLVD,BROOKVILLE,PA,15825,19-2031.00,Chemists,ENVIRONMENTAL CHEMIST,17.28,,Hour,N,1.0,BROOKVILLE,PA,17.28,Hour,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,721110.0
60180,I-200-09240-935489,CERTIFIED,2009-08-28,2009-09-03,H-1B,2009-10-15,2010-10-14,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","1675 OWENS STREET, CC-290",SAN FRANCISCO,CA,94143,19-1021.00,Biochemists and Biophysicists,ASSOCIATE SPECIALIST,51721.0,,Year,Y,1.0,SAN FRANCISCO,CA,34154.0,Year,OES,,2009.0,,,,,,,,611310.0
82144,I-200-09266-642263,CERTIFIED,2009-09-23,2009-09-29,H-1B,2009-10-01,2012-10-01,PACIFIC GAS & ELECTRIC COMPANY,P. O. BOX 7442,SAN FRANCISCO,CA,94120,13-2051.00,Financial Analysts,SENIOR RISK ANALYST,105000.0,,Year,Y,1.0,SAN FRANCISCO,CA,93434.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,211112.0
46498,I-200-09230-999761,CERTIFIED,2009-08-18,2009-08-24,H-1B,2009-08-18,2012-08-17,WESTERN UNIVERSITY OF HEALTH SCIENCES,309 EAST SECOND STREET,POMONA,CA,91766-1854,25-1071.00,"Health Specialties Teachers, Postsecondary",ASSISTANT PROFESSOR OF VETERINARY MEDICINE,85000.0,,Year,Y,1.0,POMONA,CA,79733.0,Year,OES,OFLC ONLINE DATA CENTER,2009.0,,,,,,,,611310.0
14097,I-200-09195-950060,WITHDRAWN,2009-07-14,2009-08-17,H-1B,2009-11-20,2011-09-30,MACKINAC PARTNERS,180 HIGH OAK,BLOOMFIELD HILLS,MI,48304,13-2051.00,Financial Analysts,FINANCIAL ANALYST/DECISION MODELING,70000.0,,Year,Y,1.0,BLOOMFIELD HILLS,MI,62650.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,52393.0
87109,I-203-09210-539674,CERTIFIED,2009-07-29,2009-08-04,E-3 Australian,2009-08-10,2011-08-09,"CONSULTANTS EXCHANGE USA, INC.",11715 SE 5TH STREET,BELLEVUE,WA,98005,15-1051.00,Computer Systems Analysts,RISK PROJECT MANAGER,69500.0,,Year,Y,1.0,NEW YORK,NY,60944.0,Year,Other,ONLINE WAGE LIBRARY,2009.0,,,,,,,,561330.0
